H2,CH4,C2H6,C2H4,C2H2,Type
76.51,96.42,155.28,23.48,0.0,High-temperature overheating
95.42,108.13,193.42,29.2,0.0,High-temperature overheating
34.1,51.8,134.88,20.7,0.0,High-temperature overheating
810.0,283.0,1057.0,138.0,14.2,High-temperature overheating
275.0,508.0,1200.0,133.0,2.5,High-temperature overheating
268.0,562.0,916.0,129.0,15.6,High-temperature overheating
68.0,105.0,235.0,25.0,0.5,High-temperature overheating
48.4,17.5,42.81,6.3,0.39,High-temperature overheating
93.0,33.0,60.0,11.0,0.32,High-temperature overheating
791.0,390.0,560.0,169.0,12.0,High-temperature overheating
56.0,99.9,248.8,51.4,2.3,High-temperature overheating
50.9,122.9,696.5,105.1,1.0,High-temperature overheating
29.9,24.1,151.7,34.3,0.6,High-temperature overheating
34.9,60.8,418.8,68.0,1.4,High-temperature overheating
148.0,239.0,1234.0,113.0,4.0,High-temperature overheating
25.1,411.91,1832.8,320.9,18.4,High-temperature overheating
141.7,1317.7,2368.4,331.6,31.3,High-temperature overheating
95.0,130.0,220.0,55.0,1.2,High-temperature overheating
135.0,230.0,420.0,83.0,1.4,High-temperature overheating
116.33,183.46,386.88,69.67,1.47,High-temperature overheating
186.76,249.83,467.24,104.46,3.61,High-temperature overheating
73.0,118.55,73.29,20.91,0.22,High-temperature overheating
225.3,303.5,376.3,100.1,0.78,High-temperature overheating
416.3,514.8,670.5,189.8,0.76,High-temperature overheating
231.4,357.6,467.1,138.9,0.45,High-temperature overheating
67.9,260.5,375.0,30.1,35.3,High-temperature overheating
147.3,282.5,366.3,31.8,34.3,High-temperature overheating
158.4,320.7,510.9,39.7,47.0,High-temperature overheating
14.6,98.0,204.7,42.2,0.0,High-temperature overheating
32.98,60.11,109.07,19.11,0.65,High-temperature overheating
83.08,160.72,262.04,45.0,1.35,High-temperature overheating
90.41,180.99,306.66,54.54,1.61,High-temperature overheating
51.0,131.0,204.0,49.0,0.0,High-temperature overheating
96.7,165.5,256.3,48.6,0.42,High-temperature overheating
149.6,194.0,378.8,84.9,0.77,High-temperature overheating
349.6,763.8,1969.7,260.9,0.0,High-temperature overheating
75.0,28.8,80.9,7.0,4.8,High-temperature overheating
64.0,53.6,205.8,15.8,5.1,High-temperature overheating
453.0,59.4,32.4,2.8,0.0,High-temperature overheating
9.4,35.1,50.2,7.6,0.92,High-temperature overheating
27.2,32.8,36.4,8.6,2.0,High-temperature overheating
19.24,110.81,181.08,3.38,4.33,High-temperature overheating
24.46,199.74,320.16,72.73,0.97,High-temperature overheating
33.79,304.33,465.49,97.2,1.23,High-temperature overheating
37.48,53.33,84.75,20.17,0.0,High-temperature overheating
58.54,116.04,175.74,34.12,0.72,High-temperature overheating
14.42,44.83,72.63,3.26,0.0,High-temperature overheating
36.74,68.96,101.95,26.45,0.33,High-temperature overheating
36.0,60.5,75.3,16.6,0.0,High-temperature overheating
68.7,118.7,166.7,31.0,0.4,High-temperature overheating
359.0,378.0,664.0,92.0,3.0,High-temperature overheating
529.0,796.0,1384.0,247.0,7.3,High-temperature overheating
618.0,925.0,1588.0,289.0,7.4,High-temperature overheating
228.21,312.28,554.26,72.85,10.21,High-temperature overheating
17.0,67.0,197.0,40.0,0.0,High-temperature overheating
32.0,11.6,39.6,5.0,3.6,High-temperature overheating
21.8,22.0,67.6,5.6,6.7,High-temperature overheating
23.0,698.5,6684.0,1112.2,42.4,High-temperature overheating
27.0,51.6,112.0,21.5,1.2,High-temperature overheating
221.0,440.0,610.5,94.6,3.7,High-temperature overheating
226.9,373.4,391.7,68.3,1.8,High-temperature overheating
43.9,34.2,65.8,9.3,0.8,High-temperature overheating
28.1,53.6,102.4,13.7,0.0,High-temperature overheating
21.0,124.0,183.0,45.0,5.0,High-temperature overheating
23.7,48.2,89.2,15.2,0.0,High-temperature overheating
32.5,122.7,217.2,17.3,0.0,High-temperature overheating
40.2,100.5,253.5,26.3,3.8,High-temperature overheating
87.9,60.6,420.1,38.8,7.9,High-temperature overheating
94.0,190.0,390.0,42.0,1.0,High-temperature overheating
99.1,181.7,539.7,75.2,0.0,High-temperature overheating
248.7,145.2,343.2,50.8,0.0,High-temperature overheating
56.9,138.6,361.1,71.1,0.0,High-temperature overheating
37.8,348.9,786.2,118.3,0.0,High-temperature overheating
24.85,410.53,907.42,149.72,0.0,High-temperature overheating
52.68,494.3,1007.08,163.0,1.59,High-temperature overheating
69.27,192.0,291.0,96.94,0.3,High-temperature overheating
61.0,22.0,104.0,3.8,10.4,High-temperature overheating
26.4,49.8,78.6,13.9,1.0,High-temperature overheating
33.0,60.0,124.0,22.0,2.6,High-temperature overheating
83.4,37.2,112.8,11.7,0.0,High-temperature overheating
2213.0,3920.0,6894.0,782.0,68.7,High-temperature overheating
30.0,62.0,460.0,60.0,3.4,High-temperature overheating
352.0,625.0,1951.0,112.0,132.0,High-temperature overheating
50.0,90.0,260.0,18.0,5.9,High-temperature overheating
48.0,230.0,810.0,160.0,7.0,High-temperature overheating
81.0,130.0,230.0,74.0,2.9,High-temperature overheating
130.0,440.0,730.0,180.0,0.0,High-temperature overheating
170.0,330.0,430.0,77.0,13.0,High-temperature overheating
90.0,160.0,330.0,54.0,29.0,High-temperature overheating
170.0,320.0,520.0,53.0,3.2,High-temperature overheating
171.0,319.0,1297.0,178.0,8.1,High-temperature overheating
77.0,406.0,819.0,59.0,0.0,High-temperature overheating
679.0,2779.0,7026.0,607.0,26.0,High-temperature overheating
438.0,2225.0,4649.0,725.0,24.0,High-temperature overheating
11.0,88.0,250.0,83.0,8.5,High-temperature overheating
220.0,340.0,480.0,42.0,14.0,High-temperature overheating
2406.0,778.0,1464.0,182.0,7.4,High-temperature overheating
380.0,190.0,280.0,30.0,22.0,High-temperature overheating
60.1,114.9,342.1,37.15,3.75,High-temperature overheating
19.0,49.0,100.0,9.5,0.0,High-temperature overheating
52.0,79.0,210.0,19.0,0.0,High-temperature overheating
11.0,29.0,90.0,19.0,0.0,High-temperature overheating
160.0,440.0,870.0,150.0,0.6,High-temperature overheating
350.0,1000.0,1800.0,330.0,3.2,High-temperature overheating
39.0,620.0,1000.0,240.0,0.7,High-temperature overheating
93.0,830.0,1300.0,340.0,0.4,High-temperature overheating
73.0,110.0,190.0,41.0,0.0,High-temperature overheating
140.0,340.0,580.0,120.0,1.1,High-temperature overheating
460.0,520.0,1400.0,350.0,3.8,High-temperature overheating
9.3,11.9,46.7,4.6,0.0,High-temperature overheating
18.3,61.6,90.2,13.2,0.0,High-temperature overheating
122.0,155.7,366.8,27.1,23.2,High-temperature overheating
30.9,38.15,54.66,11.39,0.39,High-temperature overheating
13.4,11.29,122.14,6.96,0.0,High-temperature overheating
64.64,54.21,99.79,14.38,0.0,High-temperature overheating
53.87,91.14,181.64,28.19,0.0,High-temperature overheating
43.6,104.2,177.6,36.9,0.0,High-temperature overheating
173.5,749.3,2675.0,345.5,0.0,High-temperature overheating
166.1,1050.9,2940.6,422.8,0.0,High-temperature overheating
0.21,0.7512,1.2735,0.1578,0.0,High-temperature overheating
571.0,2394.6,3186.9,327.1,53.89,High-temperature overheating
135.6,278.5,492.1,58.8,2.95,High-temperature overheating
0.02,0.0109,0.0559,0.0073,0.0,High-temperature overheating
17.8,7.4,52.3,4.8,0.0,High-temperature overheating
20.3,7.9,49.6,1.6,0.0,High-temperature overheating
16.2,220.0,486.0,50.0,10.6,High-temperature overheating
18.2,103.9,358.6,54.7,4.4,High-temperature overheating
122.5,260.0,688.0,114.3,17.2,High-temperature overheating
87.79,184.98,332.49,81.88,0.0,High-temperature overheating
128.19,383.88,627.65,191.32,0.0,High-temperature overheating
5.15,14.47,26.03,6.82,0.0,High-temperature overheating
29.27,88.88,140.0,46.51,0.0,High-temperature overheating
14.0,224.0,804.0,199.0,0.0,High-temperature overheating
62.81,215.85,947.2,160.9,12.3,High-temperature overheating
228.21,312.28,554.26,72.85,10.21,High-temperature overheating
15.75,124.6,312.59,37.84,16.32,High-temperature overheating
36.29,222.62,503.97,48.97,20.24,High-temperature overheating
9.44,70.74,187.42,33.56,2.53,High-temperature overheating
11.97,212.83,805.18,144.26,19.19,High-temperature overheating
46.6,23.24,20.29,4.37,54.09,Spark discharge
87.6,44.54,88.8,6.56,204.32,Spark discharge
18.78,8.33,20.19,0.93,56.77,Spark discharge
63.6,44.3,30.3,10.2,10.7,Spark discharge
100.0,22.0,26.0,1.6,33.0,Spark discharge
247.5,67.69,84.38,8.52,79.66,Spark discharge
44.0,18.0,23.0,4.0,12.4,Spark discharge
442.0,85.0,103.0,10.0,174.0,Spark discharge
106.0,24.0,28.0,4.0,37.0,Spark discharge
36.0,17.0,13.0,4.0,5.4,Spark discharge
162.0,35.0,30.0,5.6,44.0,Spark discharge
18.0,3.0,3.4,1.0,4.3,Spark discharge
150.0,27.0,63.0,3.6,90.0,Spark discharge
69.0,36.0,51.0,21.0,11.3,Spark discharge
9.6,4.6,2.2,1.0,2.2,Spark discharge
60.1,20.0,9.5,5.5,9.1,Spark discharge
335.0,67.0,143.0,18.0,170.0,Spark discharge
2.2,2.0,3.4,0.58,1.37,Spark discharge
42.0,5.4,6.0,0.85,6.55,Spark discharge
395.0,95.0,179.0,10.0,74.0,Spark discharge
75.0,32.0,23.0,7.5,3.4,Spark discharge
290.0,110.0,47.0,6.8,90.0,Spark discharge
55.0,48.0,71.0,6.0,13.0,Spark discharge
42.4,9.3,28.9,2.9,8.2,Spark discharge
48.3,6.1,9.2,1.7,20.8,Spark discharge
376.0,24.0,25.6,22.0,67.2,Spark discharge
24.92,22.24,12.3,7.49,26.51,Spark discharge
236.0,48.93,47.48,13.3,88.33,Spark discharge
435.8,70.02,51.36,23.06,57.96,Spark discharge
34.46,21.92,44.96,3.19,19.62,Spark discharge
138.8,52.2,62.8,6.77,9.55,Spark discharge
220.0,9.2,2.3,2.4,0.2,Spark discharge
380.0,9.7,2.4,3.1,0.5,Spark discharge
380.0,9.7,2.4,3.1,0.5,Spark discharge
9.0,8.4,30.0,3.7,5.0,Spark discharge
220.0,9.2,2.3,2.4,0.2,Spark discharge
29.0,8.08,3.77,1.21,4.21,Spark discharge
80.0,66.0,177.0,18.0,510.0,Spark discharge
4444.0,65.9,884.6,28.4,373.7,Spark discharge
46.56,23.24,20.29,4.37,54.09,Spark discharge
12.97,5.98,15.23,1.39,16.1,Spark discharge
127.0,107.0,154.0,11.0,224.0,Spark discharge
102.7,16.1,26.9,1.4,26.5,Spark discharge
288.3,224.4,519.4,31.0,888.3,Spark discharge
52.2,26.8,972.6,115.8,355.3,Spark discharge
110.0,51.0,33.0,4.0,57.0,Spark discharge
7500.0,6.8,8.0,3.3,6.9,Spark discharge
980.0,570.0,480.0,37.0,340.0,Spark discharge
420.0,200.0,230.0,14.0,180.0,Spark discharge
80.0,20.0,37.0,6.0,62.0,Spark discharge
190.0,24.0,17.0,7.0,47.0,Spark discharge
49567.0,532.0,97.0,0.0,285.0,Spark discharge
74.0,19.0,29.0,8.0,58.0,Spark discharge
176.0,133.0,216.0,14.0,396.0,Spark discharge
116.0,20.0,27.0,7.0,54.0,Spark discharge
156.0,36.0,69.0,3.0,26.0,Spark discharge
34.46,21.92,44.96,3.19,19.62,Spark discharge
138.8,52.2,62.8,6.77,9.55,Spark discharge
160.0,90.0,17.0,27.0,5.0,Spark discharge
470.0,38.0,51.0,16.0,39.0,Spark discharge
692.0,605.0,1437.0,78.0,2833.0,Spark discharge
470.0,38.0,51.0,16.0,51.0,Spark discharge
156.0,0.5,54.0,0.5,121.0,Spark discharge
52.0,12.0,10.0,13.0,13.0,Spark discharge
93.0,17.0,20.0,5.0,31.0,Spark discharge
171.28,25.44,96.18,28.41,21.16,Spark discharge
176.17,13.86,13.32,8.14,27.57,Spark discharge
197.61,18.66,13.45,14.03,25.56,Spark discharge
228.26,24.21,21.81,19.97,48.57,Spark discharge
356.27,49.15,188.54,48.98,52.16,Spark discharge
90.83,24.08,8.87,5.22,9.07,Spark discharge
136.81,33.18,19.3,7.55,39.56,Spark discharge
54.7,38.2,53.0,5.2,56.6,Spark discharge
20.0,3.5,14.2,0.0,8.8,Spark discharge
232.0,79.6,95.3,12.1,242.0,Spark discharge
20.3,4.6,7.1,0.5,1.9,Spark discharge
39.4,6.7,10.5,1.5,4.8,Spark discharge
56.9,9.5,12.2,1.6,6.5,Spark discharge
23.0,5.8,3.1,1.0,3.62,Spark discharge
441.2,57.9,86.7,9.5,204.9,Spark discharge
32.7,6.9,10.6,0.0,24.7,Spark discharge
349.2,42.4,62.4,4.8,177.5,Spark discharge
40.1,34.4,36.0,7.8,6.6,Spark discharge
322.2,123.26,221.72,10.69,316.29,Spark discharge
14.9,11.8,1.4,4.2,1.6,Spark discharge
288.0,79.0,215.0,0.0,40.0,Spark discharge
725.0,241.0,270.0,21.0,70.0,Spark discharge
802.0,281.0,385.0,32.0,86.0,Spark discharge
271.0,95.0,162.0,22.0,183.0,Spark discharge
130.4,48.8,93.4,16.3,123.4,Spark discharge
13.0,2.3,0.7,1.4,1.9,Spark discharge
40.9,11.9,69.3,4.5,29.0,Spark discharge
33.3,23.3,10.3,12.1,7.6,Spark discharge
31.8,25.0,12.9,8.2,5.7,Spark discharge
415.0,123.0,273.0,15.0,609.0,Spark discharge
67.0,18.0,73.0,13.0,83.0,Spark discharge
39.0,21.0,126.0,50.0,27.0,Spark discharge
152.0,13.0,8.7,0.4,21.0,Spark discharge
71.0,16.0,62.0,3.3,10.0,Spark discharge
39.3,37.1,77.4,11.6,9.3,Spark discharge
17.0,5.2,2.3,1.4,2.4,Spark discharge
103.0,12.0,11.1,3.2,19.6,Spark discharge
1613.0,850.0,1045.0,64.7,1204.0,Spark discharge
60.0,40.0,110.0,9.9,70.0,Spark discharge
440.0,176.0,394.0,15.0,350.0,Spark discharge
160.0,90.0,17.0,27.0,5.8,Spark discharge
611.7,247.0,242.9,27.7,620.6,Spark discharge
876.0,354.0,548.0,85.0,910.0,Spark discharge
508.7,135.3,308.2,22.4,304.0,Spark discharge
260.0,130.0,84.0,29.0,92.0,Spark discharge
117.4,12.5,11.2,3.8,20.3,Spark discharge
186.9,75.6,22.3,38.0,2.8,Spark discharge
42.9,9.5,25.0,1.8,19.1,Spark discharge
37.0,6.8,0.6,5.7,0.3,Spark discharge
12.5,10.3,1.9,2.8,2.7,Spark discharge
29.82,10.5,19.1,2.4,24.3,Spark discharge
192.04,28.05,38.47,2.7,62.55,Spark discharge
120.0,20.0,13.0,4.7,14.0,Spark discharge
260.0,170.0,270.0,35.0,140.0,Spark discharge
56.2,11.3,30.3,5.0,11.2,Spark discharge
123.8,37.3,76.1,9.5,18.6,Spark discharge
12.9,8.5,26.5,0.0,7.2,Spark discharge
626.37,371.94,251.29,11.94,415.18,Spark discharge
612.0,117.44,117.15,14.78,96.68,Spark discharge
110.55,66.52,165.85,25.29,71.16,Spark discharge
32.8,13.5,29.5,3.7,157.0,Arc discharge
112.0,15.4,26.3,2.8,92.0,Arc discharge
102.0,3.9,7.7,0.8,39.2,Arc discharge
81.0,7.3,26.4,6.3,111.0,Arc discharge
334.0,39.9,5.35,47.8,247.6,Arc discharge
5.5,2.7,0.0,9.6,3.8,Arc discharge
15.4,1.64,5.2,0.9,21.6,Arc discharge
29.0,26.3,27.0,1.8,82.4,Arc discharge
24.2,3.2,16.6,3.7,100.6,Arc discharge
20.0,12.0,56.0,1.2,274.0,Arc discharge
154.6,50.9,46.8,3.8,152.8,Arc discharge
161.2,38.4,35.1,4.4,125.4,Arc discharge
120.0,60.0,7.6,2.2,370.0,Arc discharge
120.0,60.0,7.6,2.2,370.0,Arc discharge
145.28,9.22,5.06,12.64,21.25,Arc discharge
292.0,71.4,4.0,10.9,209.8,Arc discharge
361.0,29.56,25.69,2.74,197.01,Arc discharge
4.3,1.0,0.3,0.4,3.2,Arc discharge
96.0,39.9,84.0,13.6,268.3,Arc discharge
304.0,51.4,33.0,15.9,138.3,Arc discharge
1045.0,147.0,285.0,14.0,1680.0,Arc discharge
173.0,74.0,264.0,10.0,1071.0,Arc discharge
10081.0,669.0,493.9,22.8,3977.0,Arc discharge
200.83,59.45,40.48,0.0,150.84,Arc discharge
1.54,15.74,7.02,1.56,0.0,Normal
2.05,7.55,5.48,0.81,0.0,Normal
1.77,14.972,12.725,1.45,0.0,Normal
1.62,16.772,8.072,1.87,0.0,Normal
1.08,8.939,6.788,0.908,0.0,Normal
1.21,21.34,14.92,2.03,0.0,Normal
1.67,15.232,6.891,1.658,0.0,Normal
1.175,8.393,5.124,0.807,0.0,Normal
0.937,16.294,10.436,1.275,0.0,Normal
1.53,10.638,4.623,1.067,0.0,Normal
1.082,9.523,5.469,0.756,0.0,Normal
1.46,5.509,2.96,0.634,0.0,Normal
1.062,6.981,5.016,0.757,0.0,Normal
1.138,10.711,6.701,0.779,0.0,Normal
1.51,6.656,3.481,0.8,0.0,Normal
1.025,4.763,3.44,0.832,0.0,Normal
1.643,14.281,2.188,0.515,0.0,Normal
1.171,6.535,4.767,0.257,0.0,Normal
1.452,18.23,12.277,1.631,0.0,Normal
1.477,13.829,6.424,1.408,0.0,Normal
0.704,3.379,2.688,0.366,0.0,Normal
1.534,15.171,13.173,0.391,0.0,Normal
2.123,7.668,5.12,1.141,0.0,Normal
1.534,5.171,3.173,0.391,0.0,Normal
1.831,14.605,1.913,0.439,0.0,Normal
1.359,9.534,0.928,6.606,0.0,Normal
3.015,13.307,2.547,2.547,0.0,Normal
1.567,12.384,6.094,1.379,0.0,Normal
1.703,11.834,7.37,1.146,0.0,Normal
1.477,16.061,1.936,1.429,0.0,Normal
1.567,9.603,5.526,1.445,0.0,Normal
1.703,10.785,7.297,1.082,0.0,Normal
0.654,15.308,11.281,1.336,0.0,Normal
2.672,9.131,4.872,1.123,0.0,Normal
1.703,9.43,6.53,0.94,0.0,Normal
0.654,11.595,9.483,1.165,0.0,Normal
1.71,8.092,6.519,0.928,0.0,Normal
0.718,12.771,12.2,0.296,0.0,Normal
0.591,15.204,10.927,1.309,0.0,Normal
1.24,13.609,5.611,5.611,0.0,Normal
0.823,12.29,7.26,1.03,0.0,Normal
0.591,11.27,10.05,1.16,0.0,Normal
1.698,13.609,5.611,5.611,0.0,Normal
1.23,13.58,7.59,1.25,0.0,Normal
1.6,12.431,7.802,1.323,0.0,Normal
1.698,22.448,11.326,2.507,0.0,Normal
1.23,11.38,7.3,1.0,0.0,Normal
1.6,17.23,11.65,1.43,0.0,Normal
1.698,13.51,6.73,1.37,0.0,Normal
1.83,16.71,11.99,1.82,0.0,Normal
0.645,8.453,4.734,1.162,0.0,Normal
2.334,13.081,8.834,1.526,0.0,Normal
2.922,13.032,9.004,4.653,0.0,Normal
2.432,13.081,8.834,1.526,0.0,Normal
1.72,16.8,11.58,1.49,0.0,Normal
0.79,15.89,6.43,1.5,0.0,Normal
8.36,12.168,7.828,1.143,0.0,Normal
0.989,16.601,12.22,1.492,0.0,Normal
1.676,13.533,7.242,1.498,0.0,Normal
1.252,10.02,7.655,1.153,0.0,Normal
0.988,13.302,8.236,0.974,0.0,Normal
2.13,7.73,5.54,1.08,0.0,Normal
1.23,7.2,6.08,0.86,0.0,Normal
0.984,13.203,10.9,1.413,0.0,Normal
1.43,9.83,5.64,1.2,0.0,Normal
1.77,13.84,7.62,1.3,0.0,Normal
0.976,10.385,10.006,1.172,0.0,Normal
0.89,12.17,5.18,1.53,0.0,Normal
0.61,12.79,8.77,1.17,0.0,Normal
1.93,9.31,5.37,1.14,0.0,Normal
1.98,8.29,5.87,0.99,0.0,Normal
0.983,10.0,8.67,1.02,0.0,Normal
1.39,11.17,5.19,1.19,0.0,Normal
1.85,13.77,8.1,1.17,0.0,Normal
1.59,12.06,9.45,1.3,0.0,Normal
1.39,10.8,5.13,1.17,0.0,Normal
0.99,12.57,7.29,1.42,0.0,Normal
1.34,14.75,10.78,1.47,0.0,Normal
1.98,12.13,6.07,1.3,0.0,Normal
2.16,12.99,8.22,1.14,0.0,Normal
1.9,17.93,12.36,1.55,0.0,Normal
1.85,14.79,6.21,1.5,0.0,Normal
2.05,13.17,9.86,1.38,0.0,Normal
1.61,16.57,11.76,1.15,0.0,Normal
32.0,10.7,1.5,1.2,0.0,Normal
17.0,2.9,1.4,0.9,0.0,Normal
23.0,3.2,1.7,0.6,0.0,Normal
23.0,3.2,1.5,0.8,0.0,Normal
13.0,4.2,0.4,0.4,0.0,Normal
52.0,30.9,4.8,3.1,0.0,Normal
15.95,14.1,5.03,5.18,0.0,Low-temperature overheating
16.81,14.33,3.94,5.76,0.0,Low-temperature overheating
19.45,17.68,5.15,6.63,0.0,Low-temperature overheating
18.34,14.74,4.25,4.32,0.0,Low-temperature overheating
29.24,28.02,8.47,13.77,0.0,Low-temperature overheating
29.07,20.88,9.46,12.05,0.7,Low-temperature overheating
30.42,21.18,9.03,13.17,0.5,Low-temperature overheating
15.92,13.04,2.69,5.2,0.37,Low-temperature overheating
16.58,13.56,3.24,5.66,0.0,Low-temperature overheating
269.66,638.08,185.16,544.64,0.88,Middle-temperature overheating
27.73,28.43,8.91,11.21,0.0,Middle-temperature overheating
22.2,23.95,8.46,10.38,0.0,Middle-temperature overheating
16.99,25.11,9.94,10.9,0.26,Middle-temperature overheating
20.21,20.54,8.23,10.44,0.59,Middle-temperature overheating
8.72,12.47,2.12,7.85,0.0,High-temperature overheating
14.77,14.06,2.05,7.96,0.0,High-temperature overheating
16.69,30.66,3.1,14.57,0.0,High-temperature overheating
12.81,12.64,1.9,8.13,0.0,High-temperature overheating
19.8,21.37,1.8,13.14,0.0,High-temperature overheating
15.67,17.57,0.6,10.04,0.13,High-temperature overheating
18.27,21.36,1.77,12.09,0.0,High-temperature overheating
16.41,18.88,1.53,10.86,0.0,High-temperature overheating
791.4,40.54,3.49,0.92,0.0,Partial discharge
765.5,39.71,4.32,0.92,0.0,Partial discharge
226.37,16.85,1.24,0.55,0.0,Partial discharge
244.83,15.05,1.55,0.55,0.0,Partial discharge
230.6,12.45,0.87,0.39,0.0,Partial discharge
238.59,12.86,0.77,0.44,0.0,Partial discharge
151.02,13.05,1.89,1.44,0.0,Partial discharge
180.97,11.69,1.59,1.13,0.0,Partial discharge
62.51,3.36,0.61,0.5,0.0,Partial discharge
155.29,12.08,2.21,1.76,0.0,Partial discharge
133.41,9.97,1.5,1.31,0.0,Partial discharge
171.13,5.88,1.67,0.5,0.0,Partial discharge
177.82,7.58,1.64,0.54,0.0,Partial discharge
194.55,8.01,1.53,0.32,0.0,Partial discharge
152.46,4.98,0.74,0.29,0.0,Partial discharge
173.27,7.45,1.89,0.42,0.0,Partial discharge
41.66,3.11,1.13,0.64,0.0,Partial discharge
150.62,7.37,1.48,0.86,0.0,Partial discharge
164.85,8.04,3.91,0.98,0.0,Partial discharge
76.19,6.61,0.54,0.36,0.0,Partial discharge
537.04,59.45,6.57,4.79,0.0,Partial discharge
502.1,40.55,4.06,1.64,0.0,Partial discharge
316.65,35.28,3.65,1.71,0.0,Partial discharge
354.43,38.57,3.6,1.67,0.0,Partial discharge
423.18,30.77,3.03,1.46,0.0,Partial discharge
421.22,30.87,2.73,1.36,0.0,Partial discharge
370.93,33.46,3.28,1.61,0.0,Partial discharge
371.47,30.71,3.98,1.55,0.0,Partial discharge
342.91,30.78,2.7,1.52,0.0,Partial discharge
409.5,24.76,2.94,1.76,0.0,Partial discharge
370.22,21.22,2.46,1.52,0.0,Partial discharge
658.56,21.63,2.61,2.27,0.0,Partial discharge
171.95,17.74,2.19,1.7,0.0,Partial discharge
23346.19,4902.07,1738.49,13587.17,15258.89,Spark discharge
277.39,74.73,8.31,100.04,205.19,Spark discharge
344.27,77.35,8.06,100.45,208.49,Spark discharge
74810.28,7139.15,664.83,13471.28,15150.69,Spark discharge
467.45,135.68,16.14,203.78,441.2,Spark discharge
7775.1,3269.74,146.25,2148.13,5840.55,Spark discharge
121.0,14.0,3.0,29.0,74.0,Arc discharge
207.0,21.08,4.28,67.34,141.9,Arc discharge
300.4,42.14,3.25,43.18,64.71,Arc discharge
14.2,18.1,4.82,0.87,0.0,Normal
12.4,16.1,4.95,0.85,0.0,Normal
13.5,18.0,4.13,0.77,0.0,Normal
13.1,15.6,4.85,0.78,0.0,Normal
13.3,17.7,4.48,0.73,0.0,Normal
12.0,15.4,4.57,0.73,0.0,Normal
12.0,16.1,4.95,0.85,0.0,Normal
12.2,16.8,4.1,0.75,0.0,Normal
12.5,18.5,4.17,0.79,0.0,Normal
12.7,16.4,4.12,0.72,0.0,Normal
12.8,17.0,4.31,0.84,0.0,Normal
13.8,15.5,4.34,0.81,0.0,Normal
11.9,17.6,4.88,0.83,0.0,Normal
12.9,16.2,4.31,0.78,0.0,Normal
13.8,16.6,4.22,0.81,0.0,Normal
12.5,16.0,4.85,0.73,0.0,Normal
11.7,18.6,4.09,0.78,0.0,Normal
12.5,18.1,4.95,0.76,0.0,Normal
11.8,16.3,4.32,0.77,0.0,Normal
12.9,15.6,4.82,0.84,0.0,Normal
13.0,18.2,4.17,0.76,0.0,Normal
12.1,16.1,4.86,0.86,0.0,Normal
12.0,17.4,4.18,0.81,0.0,Normal
13.3,17.8,4.19,0.83,0.0,Normal
13.8,16.3,4.3,0.78,0.0,Normal
13.1,17.2,4.53,0.87,0.0,Normal
13.4,17.1,4.34,0.88,0.0,Normal
12.4,16.0,4.67,0.87,0.0,Normal
12.9,15.3,4.13,0.74,0.0,Normal
12.7,15.6,4.4,0.82,0.0,Normal
13.2,18.5,4.66,0.83,0.0,Normal
14.2,17.3,4.06,0.82,0.0,Normal
12.3,15.7,4.69,0.81,0.0,Normal
12.0,18.2,4.73,0.74,0.0,Normal
12.7,15.6,4.4,0.82,0.0,Normal
12.1,16.4,4.93,0.75,0.0,Normal
12.1,15.9,4.06,0.73,0.0,Normal
13.8,17.3,4.45,0.83,0.0,Normal
13.1,17.3,4.95,0.76,0.0,Normal
12.5,16.8,4.55,0.79,0.0,Normal
13.9,16.8,4.21,0.77,0.0,Normal
11.9,17.1,4.38,0.8,0.0,Normal
13.5,17.9,4.64,0.87,0.0,Normal
12.7,18.4,4.8,0.75,0.0,Normal
13.9,15.4,4.26,0.81,0.0,Normal
12.5,17.8,4.37,0.8,0.0,Normal
13.1,15.9,4.24,0.81,0.0,Normal
13.1,15.9,4.24,0.81,0.0,Normal
13.1,15.9,4.24,0.81,0.0,Normal
11.7,17.4,4.08,0.76,0.0,Normal
13.3,15.6,4.92,0.81,0.0,Normal
13.0,16.3,4.31,0.8,0.0,Normal
13.7,15.9,4.79,0.81,0.0,Normal
13.9,17.5,4.86,0.73,0.0,Normal
13.5,15.8,4.79,0.77,0.0,Normal
13.3,16.1,4.39,0.79,0.0,Normal
12.5,18.5,4.15,0.78,0.0,Normal
12.4,15.9,4.25,0.75,0.0,Normal
13.2,17.3,4.78,0.8,0.0,Normal
12.2,16.6,4.71,0.83,0.0,Normal
13.3,17.8,4.19,0.73,0.0,Normal
14.1,15.4,4.23,0.87,0.0,Normal
13.1,16.8,4.35,0.82,0.0,Normal
11.8,17.4,4.37,0.86,0.0,Normal
12.2,16.6,4.36,0.78,0.0,Normal
12.2,16.6,4.71,0.83,0.0,Normal
11.9,18.4,4.35,0.73,0.0,Normal
13.4,16.9,4.55,0.78,0.0,Normal
13.8,16.6,4.45,0.86,0.0,Normal
13.8,18.1,4.46,0.83,0.0,Normal
13.3,16.3,4.43,0.86,0.0,Normal
13.6,16.0,4.13,0.75,0.0,Normal
12.3,18.4,4.75,0.8,0.0,Normal
12.8,17.2,4.93,0.8,0.0,Normal
11.9,18.0,4.95,0.83,0.0,Normal
12.3,17.3,4.31,0.87,0.0,Normal
13.5,17.1,4.66,0.84,0.0,Normal
11.7,16.2,4.21,0.84,0.0,Normal
12.4,16.6,4.92,0.81,0.0,Normal
